"","lat","lon","crime","cluster"
"316",43.09082439,-87.93789331,"AssaultOffense","1"
"317",43.0650907,-87.9190186,"AssaultOffense","1"
"318",43.0987523,-87.9483404,"AssaultOffense","1"
"319",43.03369688,-87.95764394,"AssaultOffense","2"
"320",43.14012051,-88.04075843,"AssaultOffense","1"
"321",43.1513447,-88.0345947,"AssaultOffense","1"
"322",43.0800711,-87.9455906,"AssaultOffense","1"
"323",43.18216808,-88.03154794,"AssaultOffense","1"
"324",43.11397939,-87.97267786,"AssaultOffense","1"
"325",43.02037551,-87.93818442,"AssaultOffense","4"
"326",42.993383,-87.9222709,"AssaultOffense","4"
"327",43.0545969,-87.9382522,"AssaultOffense","1"
"328",43.00079698,-87.92617412,"AssaultOffense","4"
"329",43.17753254,-88.02173843,"AssaultOffense","1"
"330",43.0647528,-87.9771449,"AssaultOffense","1"
"331",43.0704507,-87.9708093,"AssaultOffense","1"
"332",43.0785378,-87.9512678,"AssaultOffense","1"
"333",43.01695066,-87.92261805,"AssaultOffense","4"
"334",43.04445419,-87.92780789,"AssaultOffense","1"
"335",43.11171649,-87.98857657,"AssaultOffense","1"
"336",43.0374011,-87.9419669,"AssaultOffense","2"
"337",43.04444071,-87.94930832,"AssaultOffense","2"
"338",43.04971495,-87.92342705,"AssaultOffense","3"
"339",42.9445307,-87.9470285,"AssaultOffense","1"
"340",43.05478605,-87.94524814,"AssaultOffense","2"
"341",43.0945567,-87.9754419,"AssaultOffense","1"
"342",43.0664245,-87.9783481,"AssaultOffense","1"
"343",43.01908303,-87.92810533,"AssaultOffense","4"
"344",43.09055875,-87.97358096,"AssaultOffense","1"
"345",43.13041785,-88.02441731,"AssaultOffense","1"
"346",43.09676092,-87.96716813,"AssaultOffense","1"
"347",42.9255596,-87.9400091,"AssaultOffense","1"
"348",43.1403341,-87.9841044,"AssaultOffense","1"
"349",43.0339016,-87.9557835,"AssaultOffense","2"
"350",42.988415,-87.98459345,"AssaultOffense","1"
"351",43.07960441,-87.91375655,"AssaultOffense","1"
"352",43.0023722,-87.9135842,"AssaultOffense","4"
"353",43.0810113,-87.9457163,"AssaultOffense","1"
"354",43.02819896,-87.98622674,"AssaultOffense","1"
"355",43.11948966,-88.03081868,"AssaultOffense","1"
"356",43.077553,-87.9481494,"AssaultOffense","1"
"357",43.07722236,-87.93826268,"AssaultOffense","1"
"358",43.043579,-87.9533711,"AssaultOffense","2"
"359",43.01227664,-87.9502716,"AssaultOffense","4"
"360",43.0855203,-87.926351,"AssaultOffense","1"
"361",43.01918172,-87.93128519,"AssaultOffense","4"
"362",43.0183775,-87.9291184,"AssaultOffense","4"
"363",43.0183775,-87.9291184,"AssaultOffense","4"
"364",43.02430128,-87.92045579,"AssaultOffense","4"
"365",43.03862999,-87.95087919,"AssaultOffense","2"
"366",43.0721713,-87.9714761,"AssaultOffense","1"
"367",43.0573745,-87.9708262,"AssaultOffense","1"
"368",43.0764342,-87.9683294,"AssaultOffense","1"
"369",43.1112318,-87.990934,"AssaultOffense","1"
"370",43.0764342,-87.9683294,"AssaultOffense","1"
"371",43.0781281,-87.9431764,"AssaultOffense","1"
"372",43.0766912,-87.9277736,"AssaultOffense","1"
"373",43.0729087,-87.9185778,"AssaultOffense","1"
"374",43.11949335,-88.04166426,"AssaultOffense","1"
"375",43.0726698,-87.9256951,"AssaultOffense","1"
"376",43.0401909,-87.95116449,"AssaultOffense","2"
"377",43.1859776,-88.00273683,"AssaultOffense","1"
"378",43.101598,-88.0122861,"AssaultOffense","1"
"379",43.08966997,-87.94497506,"AssaultOffense","1"
"380",43.14844646,-87.95925289,"AssaultOffense","1"
"381",43.0987335,-87.9445401,"AssaultOffense","1"
"382",43.0139054,-87.9416699,"AssaultOffense","4"
"383",43.12524129,-87.96613988,"AssaultOffense","1"
"384",43.0860637,-87.9325076,"AssaultOffense","1"
"385",43.1233733,-87.994336,"AssaultOffense","1"
"386",43.08810788,-87.93438182,"AssaultOffense","1"
"387",43.07795221,-87.94340286,"AssaultOffense","1"
"388",43.12356859,-88.02357138,"AssaultOffense","1"
"389",43.10497514,-87.99779774,"AssaultOffense","1"
"390",42.9804969,-87.9927205,"AssaultOffense","1"
"391",43.0933299,-87.9713263,"AssaultOffense","1"
"392",43.07503343,-88.0229296,"AssaultOffense","1"
"393",43.0827052,-87.9245748,"AssaultOffense","1"
"394",43.06880988,-87.94129743,"AssaultOffense","1"
"395",43.04462402,-87.95058779,"AssaultOffense","2"
"396",43.11470876,-87.94766783,"AssaultOffense","1"
"397",43.07503343,-88.0229296,"AssaultOffense","1"
"398",43.14861324,-87.95753051,"AssaultOffense","1"
"399",43.1454737,-87.9590569,"AssaultOffense","1"
"400",43.1006041,-87.9683864,"AssaultOffense","1"
"401",43.07285652,-87.90506574,"AssaultOffense","1"
"402",43.1359882,-87.9953743,"AssaultOffense","1"
"403",43.0766345,-87.924736,"AssaultOffense","1"
"404",43.1098208,-87.9896885,"AssaultOffense","1"
"405",43.0653818,-87.960084,"AssaultOffense","1"
"406",43.1134031,-87.951711,"AssaultOffense","1"
"407",43.0188287,-87.93818868,"AssaultOffense","4"
"408",43.08365501,-87.95966401,"AssaultOffense","1"
"409",43.0637013,-87.9816085,"AssaultOffense","1"
"410",43.1443485,-87.9627726,"AssaultOffense","1"
"411",43.0953441,-87.9377825,"AssaultOffense","1"
"412",43.0766589,-87.9221376,"AssaultOffense","1"
"413",43.1138454,-88.0544607,"AssaultOffense","1"
"414",43.12608074,-87.99583391,"AssaultOffense","1"
"415",43.0601152,-87.9583905,"AssaultOffense","1"
"416",43.1095537,-88.0411212,"AssaultOffense","1"
"417",43.07369855,-87.91702791,"AssaultOffense","1"
"418",42.9968632,-87.9247029,"AssaultOffense","4"
"419",43.0553393,-87.9411853,"AssaultOffense","1"
"420",43.01504408,-87.91408606,"AssaultOffense","4"
"421",43.01504408,-87.91408606,"AssaultOffense","4"
"422",43.00832076,-87.93485647,"AssaultOffense","4"
"423",43.0068305,-87.9400308,"AssaultOffense","4"
"424",43.0068305,-87.9400308,"AssaultOffense","4"
"425",43.0636101,-87.9218498,"AssaultOffense","1"
"426",43.18238111,-88.01553264,"AssaultOffense","1"
"427",43.00918959,-87.93661392,"AssaultOffense","4"
"428",43.11912322,-88.00343456,"AssaultOffense","1"
"429",43.0525912,-87.9533086,"AssaultOffense","1"
"430",43.08021841,-87.99618193,"AssaultOffense","1"
"431",43.0598822,-87.8907918,"AssaultOffense","3"
"432",43.0814042,-87.9740278,"AssaultOffense","1"
"433",43.1051683,-87.9596709,"AssaultOffense","1"
"434",43.0601857,-87.923344,"AssaultOffense","1"
"435",43.07295891,-87.94616676,"AssaultOffense","1"
"436",43.01694607,-87.93199065,"AssaultOffense","4"
"437",43.08021841,-87.99618193,"AssaultOffense","1"
"438",43.0848377,-87.9993432,"AssaultOffense","1"
"439",43.1214257,-87.9845454,"AssaultOffense","1"
"440",43.0701773,-87.9782851,"AssaultOffense","1"
"441",43.086512,-87.96224457,"AssaultOffense","1"
"442",43.1060189,-88.0483175,"AssaultOffense","1"
"443",43.1268466,-88.0483786,"AssaultOffense","1"
"444",43.10816085,-87.93434049,"AssaultOffense","1"
"445",42.96808344,-87.91944902,"AssaultOffense","1"
"446",42.9935392,-87.9271099,"AssaultOffense","4"
"447",43.1419032,-87.9641584,"AssaultOffense","1"
"448",43.05289301,-87.95004234,"AssaultOffense","2"
"449",43.01003571,-87.92410363,"AssaultOffense","4"
"450",43.043812,-87.9446642,"AssaultOffense","2"
"451",43.03876504,-87.9628133,"AssaultOffense","1"
"452",43.03919975,-87.95063718,"AssaultOffense","2"
"453",43.11104996,-87.93705972,"AssaultOffense","1"
"454",43.10471515,-87.96811763,"AssaultOffense","1"
"455",43.05378492,-87.89266699,"AssaultOffense","3"
"456",43.12546256,-87.96611099,"AssaultOffense","1"
"457",43.0983806,-87.9787759,"AssaultOffense","1"
"458",43.0984634,-87.992137,"AssaultOffense","1"
"459",43.017035,-87.93719929,"AssaultOffense","4"
"460",43.08458312,-87.92473501,"AssaultOffense","1"
"461",43.04011998,-87.9094192,"AssaultOffense","3"
"462",43.05303399,-87.89495937,"AssaultOffense","3"
"463",43.07614151,-87.95745581,"AssaultOffense","1"
"464",43.04011998,-87.9094192,"AssaultOffense","3"
"465",43.00177805,-87.92355452,"AssaultOffense","4"
"466",42.9990611,-87.9496142,"AssaultOffense","4"
"467",43.1106087,-88.0117378,"AssaultOffense","1"
"468",43.07606536,-87.9562099,"AssaultOffense","1"
"469",43.1048674,-87.9653098,"AssaultOffense","1"
"470",43.10605879,-87.96161936,"AssaultOffense","1"
"471",43.08487703,-87.94576181,"AssaultOffense","1"
"472",43.037406,-87.9452653,"AssaultOffense","2"
"473",42.97702531,-87.99783687,"AssaultOffense","1"
"474",43.1476184,-87.9587804,"AssaultOffense","1"
"475",43.0668994,-87.9765674,"AssaultOffense","1"
"476",43.00019708,-87.93348939,"AssaultOffense","4"
"477",43.16257641,-87.989255,"AssaultOffense","1"
"478",43.04839299,-87.92047583,"AssaultOffense","3"
"479",43.13494783,-88.03906004,"AssaultOffense","1"
"480",43.03559219,-87.96270906,"AssaultOffense","1"
"481",43.10993545,-87.96272534,"AssaultOffense","1"
"482",43.06415334,-87.93157488,"AssaultOffense","1"
"483",43.0809044,-87.9091332,"AssaultOffense","1"
"484",43.10920897,-87.9387805,"AssaultOffense","1"
"485",43.0199813,-87.9319612,"AssaultOffense","4"
"486",43.013194,-87.9518997,"AssaultOffense","4"
"487",43.06677357,-87.93388481,"AssaultOffense","1"
"488",43.1174388,-88.0073771,"AssaultOffense","1"
"489",43.0720131,-87.8808375,"AssaultOffense","1"
"490",43.11777486,-87.96577261,"AssaultOffense","1"
"491",43.088321,-87.9243048,"AssaultOffense","1"
"492",43.0716961,-87.963641,"AssaultOffense","1"
"493",42.98259491,-87.93271984,"AssaultOffense","1"
"494",43.08215684,-87.99550246,"AssaultOffense","1"
"495",43.0986902,-88.0130035,"AssaultOffense","1"
"496",43.05854472,-87.95745415,"AssaultOffense","1"
"497",43.10827019,-88.01605385,"AssaultOffense","1"
"498",43.16252979,-87.98924224,"AssaultOffense","1"
"499",43.1202617,-88.0012742,"AssaultOffense","1"
"500",43.18541751,-88.02645405,"AssaultOffense","1"
"501",43.08183001,-87.98457889,"AssaultOffense","1"
"502",43.05363543,-87.94797003,"AssaultOffense","2"
"503",43.07530187,-87.95538352,"AssaultOffense","1"
"504",43.0655627,-87.9081145,"AssaultOffense","1"
"505",43.094331,-87.9680446,"AssaultOffense","1"
"506",43.0695162,-87.9727595,"AssaultOffense","1"
"507",43.0633399,-87.9447083,"AssaultOffense","1"
"508",43.08651722,-87.97850364,"AssaultOffense","1"
"509",43.01024799,-87.92701215,"AssaultOffense","4"
"510",43.037406,-87.9452653,"AssaultOffense","2"
"511",43.02296023,-87.94919726,"AssaultOffense","1"
"512",43.08518365,-87.89738975,"AssaultOffense","1"
"513",43.04066825,-87.93654736,"AssaultOffense","2"
"514",43.06667412,-87.97487011,"AssaultOffense","1"
"515",42.96651904,-87.94039785,"AssaultOffense","1"
"516",43.13415997,-88.02348325,"AssaultOffense","1"
"517",42.98251517,-88.02748668,"AssaultOffense","1"
"518",43.09269543,-87.97220979,"AssaultOffense","1"
"519",43.1627865,-88.031631,"AssaultOffense","1"
"520",43.1183137,-87.9783483,"AssaultOffense","1"
"521",43.0653835,-87.9670802,"AssaultOffense","1"
"522",43.0846059,-88.035192,"AssaultOffense","1"
"523",43.00841849,-87.95413822,"AssaultOffense","4"
"524",43.0598816,-87.9595837,"AssaultOffense","1"
